nuclide,half_life,group,freq_pct,E_avg_keV,E_max_keV,E_keV
212Bi,60.55 min,conversion_auger_electron,1.57,,,39.9
212Bi,60.55 min,gamma_xray,2.82,,,10.3
212Bi,60.55 min,gamma_xray,1.5,,,12.2
212Bi,60.55 min,gamma_xray,1.09,,,39.9
212Bi,60.55 min,gamma_xray,6.65,,,727.2
212Bi,60.55 min,gamma_xray,1.11,,,785.4
212Bi,60.55 min,gamma_xray,1.51,,,1620.6
214Bi,19.9 min,beta,1.04,248.1,787.5,
214Bi,19.9 min,beta,2.78,260.8,822.3,
214Bi,19.9 min,beta,5.48,352,1065.9,
214Bi,19.9 min,beta,4.31,385,1151.4,
214Bi,19.9 min,beta,2.48,424.5,1252.7,
214Bi,19.9 min,beta,1.49,427,1259.2,
214Bi,19.9 min,beta,1.18,433.4,1275.4,
214Bi,19.9 min,beta,1.57,474.8,1379.7,
214Bi,19.9 min,beta,8.28,491.9,1422.6,
214Bi,19.9 min,beta,17.6,525.2,1505.5,
214Bi,19.9 min,beta,17.9,539.3,1540.4,
214Bi,19.9 min,beta,3.32,615.2,1726.6,
214Bi,19.9 min,beta,1.01,667.9,1854.5,
214Bi,19.9 min,beta,7.52,683.6,1892.3,
214Bi,19.9 min,beta,17.7,1268.6,3270,
214Bi,19.9 min,gamma_xray,46.09,,,609.3
214Bi,19.9 min,gamma_xray,1.56,,,665.5
214Bi,19.9 min,gamma_xray,4.88,,,768.4
214Bi,19.9 min,gamma_xray,1.23,,,806.2
214Bi,19.9 min,gamma_xray,3.16,,,934.1
214Bi,19.9 min,gamma_xray,15.04,,,1120.3
214Bi,19.9 min,gamma_xray,1.69,,,1155.2
214Bi,19.9 min,gamma_xray,5.92,,,1238.1
214Bi,19.9 min,gamma_xray,1.47,,,1281
214Bi,19.9 min,gamma_xray,4.02,,,1377.6
214Bi,19.9 min,gamma_xray,1.39,,,1401.5
214Bi,19.9 min,gamma_xray,2.48,,,1408
214Bi,19.9 min,gamma_xray,2.19,,,1509.2
214Bi,19.9 min,gamma_xray,1.15,,,1661.3
214Bi,19.9 min,gamma_xray,3.05,,,1729.6
214Bi,19.9 min,gamma_xray,15.92,,,1764.5
214Bi,19.9 min,gamma_xray,2.12,,,1847.4
214Bi,19.9 min,gamma_xray,1.21,,,2118.5
214Bi,19.9 min,gamma_xray,4.99,,,2204.1
214Bi,19.9 min,gamma_xray,1.55,,,2447.7
210Po,138.376 d,alpha,100,,,5304.6
84Po,2.98 x 10 s,alpha,100,,,8784.3
84Po,1.643 x 10 s,alpha,99.99,,,7687.2
218Po,3.05 min,alpha,99.98,,,6002.6
220Rn,55.6 s,alpha,99.93,,,6288.4
222Rn,3.8235 d,alpha,99.92,,,5489.7
224Ra,3.66 d,alpha,4.9,,,5448.9
224Ra,3.66 d,alpha,95.08,,,5685.6
224Ra,3.66 d,gamma_xray,3.9,,,241
226Ra,1600 y,alpha,5.55,,,4601.8
226Ra,1600 y,alpha,94.44,,,4784.5
226Ra,1600 y,gamma_xray,3.28,,,186
241Am,432.2 y,alpha,1.4,,,5388.4
241Am,432.2 y,alpha,12.8,,,5443.1
241Am,432.2 y,alpha,85.19,,,5485.8
241Am,432.2 y,conversion_auger_electron,22.3,,,10.6
241Am,432.2 y,conversion_auger_electron,11.59,,,10.8
241Am,432.2 y,conversion_auger_electron,3.64,,,11.6
241Am,432.2 y,conversion_auger_electron,16.04,,,13.1
241Am,432.2 y,conversion_auger_electron,7.94,,,13.4
241Am,432.2 y,conversion_auger_electron,2.29,,,14.2
241Am,432.2 y,conversion_auger_electron,20.61,,,14.6
241Am,432.2 y,conversion_auger_electron,2.19,,,15.6
241Am,432.2 y,conversion_auger_electron,2.71,,,16
241Am,432.2 y,conversion_auger_electron,11.87,,,16.1
241Am,432.2 y,conversion_auger_electron,1.38,,,16.9
241Am,432.2 y,conversion_auger_electron,5.49,,,17.1
241Am,432.2 y,conversion_auger_electron,1.72,,,17.9
241Am,432.2 y,conversion_auger_electron,2.74,,,21
241Am,432.2 y,conversion_auger_electron,3.5,,,21.8
241Am,432.2 y,conversion_auger_electron,3.68,,,21.9
241Am,432.2 y,conversion_auger_electron,2.79,,,25.8
241Am,432.2 y,conversion_auger_electron,1.44,,,26.3
241Am,432.2 y,conversion_auger_electron,12.01,,,27.7
241Am,432.2 y,conversion_auger_electron,4.38,,,28.8
241Am,432.2 y,conversion_auger_electron,4.76,,,32.2
241Am,432.2 y,conversion_auger_electron,1.73,,,33.2
241Am,432.2 y,conversion_auger_electron,3.24,,,34.1
241Am,432.2 y,conversion_auger_electron,11.06,,,37.1
241Am,432.2 y,conversion_auger_electron,10.06,,,37.9
241Am,432.2 y,conversion_auger_electron,1.24,,,38.5
241Am,432.2 y,conversion_auger_electron,2.4,,,39
241Am,432.2 y,conversion_auger_electron,10.1,,,41.9
241Am,432.2 y,conversion_auger_electron,7.72,,,55.1
241Am,432.2 y,conversion_auger_electron,2.71,,,59.5
241Am,continued,gamma_xray,1.38,,,11.9
241Am,continued,gamma_xray,2.75,,,13.8
241Am,continued,gamma_xray,24.59,,,13.9
241Am,continued,gamma_xray,6.53,,,16.8
241Am,continued,gamma_xray,3.19,,,17.1
241Am,continued,gamma_xray,1.41,,,17.5
241Am,continued,gamma_xray,20.02,,,17.8
241Am,continued,gamma_xray,2.82,,,18
241Am,continued,gamma_xray,4.86,,,20.8
241Am,continued,gamma_xray,1.33,,,21.1
241Am,continued,gamma_xray,1.22,,,21.3
241Am,continued,gamma_xray,1.03,,,21.5
241Am,continued,gamma_xray,2.41,,,26.3
241Am,continued,gamma_xray,35.9,,,59.5
